crop,planting_date,days_since_planting,growth_stage,season,county,soil_type,temperature,rainfall_mm,pest_pressure,disease_occurrence,next_practice,days_until_practice,priority
tomatoes,2025-10-16,12,seedling,long_rains,Kiambu,sandy,25.2,128.2,low,medium,disease_management,0,high
wheat,2025-08-22,67,flowering,long_rains,Machakos,sandy,23.1,141.6,low,medium,disease_management,0,high
cabbage,2025-10-01,27,vegetative,short_rains,Kiambu,silty,21.4,152.8,low,high,disease_management,0,high
beans,2025-08-23,66,fruiting,long_rains,Nakuru,silty,18.9,162.3,medium,medium,pest_control,0,high
potatoes,2025-10-08,20,vegetative,short_rains,Kisumu,chalky,20.5,84.0,high,high,pest_control,0,high
tomatoes,2025-10-23,5,seedling,long_rains,Meru,clay,27.7,71.4,medium,high,pest_control,0,high
maize,2025-09-23,35,vegetative,long_rains,Kisumu,chalky,24.3,138.4,low,high,disease_management,0,high
wheat,2025-08-22,67,flowering,long_rains,Kiambu,peaty,20.4,143.9,none,medium,disease_management,0,high
cabbage,2025-09-22,36,flowering,short_rains,Nairobi,clay,22.0,98.4,high,medium,pest_control,0,high
potatoes,2025-09-01,57,flowering,short_rains,Kisumu,chalky,17.4,167.0,high,high,pest_control,0,high
beans,2025-09-02,56,flowering,short_rains,Kisumu,loamy,21.3,155.5,low,medium,disease_management,0,high
wheat,2025-06-08,142,mature,long_rains,Kisumu,loamy,20.9,192.9,high,medium,pest_control,0,high
cabbage,2025-10-10,18,vegetative,short_rains,Machakos,chalky,13.8,102.5,low,low,pest_control,3,medium
tomatoes,2025-09-08,50,flowering,long_rains,Machakos,clay,27.9,62.2,none,medium,disease_management,0,high
cabbage,2025-10-04,24,vegetative,short_rains,Kisumu,silty,15.3,199.8,low,high,disease_management,0,high
kale,2025-10-21,7,seedling,dry_season,Kisumu,clay,18.2,0.3,high,low,pest_control,0,high
beans,2025-09-23,35,vegetative,short_rains,Machakos,loamy,17.9,114.3,high,medium,pest_control,0,high
beans,2025-10-01,27,vegetative,long_rains,Machakos,silty,22.6,54.8,none,high,disease_management,0,high
cabbage,2025-07-29,91,mature,short_rains,Eldoret,clay,21.8,61.2,low,high,disease_management,0,high
kale,2025-08-12,77,mature,long_rains,Machakos,sandy,18.0,152.1,medium,low,pest_control,0,high
cabbage,2025-09-23,35,flowering,short_rains,Eldoret,loamy,16.7,196.5,high,low,pest_control,0,high
maize,2025-08-08,81,flowering,short_rains,Nairobi,sandy,27.0,171.9,high,low,pest_control,0,high
tomatoes,2025-07-24,96,mature,long_rains,Kiambu,sandy,24.2,129.7,high,low,pest_control,0,high
beans,2025-09-22,36,vegetative,long_rains,Meru,loamy,22.4,76.2,high,high,pest_control,0,high
beans,2025-09-05,53,flowering,short_rains,Eldoret,loamy,21.1,116.2,medium,low,pest_control,0,high
maize,2025-08-12,77,flowering,short_rains,Nairobi,chalky,27.9,186.2,high,medium,pest_control,0,high
kale,2025-08-18,71,mature,short_rains,Eldoret,loamy,21.4,62.9,none,medium,disease_management,0,high
maize,2025-09-24,34,vegetative,short_rains,Nairobi,loamy,21.7,110.1,high,low,pest_control,0,high
wheat,2025-07-12,108,fruiting,long_rains,Meru,peaty,20.3,173.2,none,low,fertilizer_application,7,medium
kale,2025-09-27,31,flowering,long_rains,Eldoret,loamy,19.2,74.9,low,medium,disease_management,0,high
cabbage,2025-10-08,20,vegetative,short_rains,Nakuru,silty,17.6,196.3,none,low,pest_control,1,medium
kale,2025-08-18,71,mature,long_rains,Kisumu,sandy,15.8,163.7,high,low,pest_control,0,high
beans,2025-10-06,22,vegetative,long_rains,Meru,chalky,24.2,89.0,high,none,pest_control,0,high
kale,2025-08-12,77,mature,short_rains,Eldoret,clay,24.4,97.4,high,high,pest_control,0,high
tomatoes,2025-09-12,46,flowering,long_rains,Nairobi,silty,22.8,119.6,low,none,weeding,5,medium
kale,2025-08-18,71,mature,short_rains,Nairobi,silty,18.7,127.6,high,high,pest_control,0,high
tomatoes,2025-08-26,63,fruiting,long_rains,Nakuru,loamy,20.4,189.5,medium,none,pest_control,0,high
beans,2025-10-05,23,vegetative,short_rains,Kisumu,sandy,17.8,90.5,low,none,irrigation,0,high
tomatoes,2025-08-18,71,fruiting,long_rains,Machakos,clay,27.8,178.3,high,medium,pest_control,0,high
wheat,2025-09-27,31,vegetative,long_rains,Nairobi,peaty,18.6,94.4,medium,none,pest_control,0,high
beans,2025-08-18,71,fruiting,long_rains,Kiambu,sandy,17.5,174.9,low,high,disease_management,0,high
maize,2025-08-28,61,flowering,short_rains,Kisumu,loamy,22.3,88.3,medium,none,pest_control,0,high
beans,2025-07-09,111,mature,long_rains,Meru,peaty,24.0,175.4,low,medium,disease_management,0,high
beans,2025-10-25,3,seedling,long_rains,Nairobi,peaty,18.1,118.1,high,none,pest_control,0,high
maize,2025-06-25,125,mature,short_rains,Eldoret,peaty,27.6,158.8,low,medium,disease_management,0,high
tomatoes,2025-10-17,11,seedling,long_rains,Meru,sandy,19.3,165.4,medium,medium,pest_control,0,high
maize,2025-10-17,11,seedling,long_rains,Machakos,peaty,22.5,85.8,none,medium,disease_management,0,high
potatoes,2025-07-04,116,mature,short_rains,Eldoret,loamy,16.7,128.0,high,high,pest_control,0,high
maize,2025-10-01,27,vegetative,long_rains,Nairobi,loamy,27.8,178.0,low,high,disease_management,0,high
tomatoes,2025-10-06,22,vegetative,long_rains,Kiambu,clay,27.9,104.9,high,none,pest_control,0,high
kale,2025-10-01,27,vegetative,long_rains,Nairobi,sandy,15.1,196.9,medium,medium,pest_control,0,high
cabbage,2025-08-28,61,fruiting,short_rains,Machakos,clay,13.9,135.7,none,medium,disease_management,0,high
beans,2025-08-30,59,flowering,long_rains,Meru,chalky,22.1,192.9,low,medium,disease_management,0,high
tomatoes,2025-08-12,77,mature,long_rains,Nairobi,silty,28.8,82.4,medium,low,pest_control,0,high
potatoes,2025-06-21,129,mature,short_rains,Kisumu,clay,16.5,175.0,high,high,pest_control,0,high
maize,2025-08-06,83,flowering,short_rains,Eldoret,loamy,26.0,138.6,none,low,irrigation,7,medium
beans,2025-08-12,77,fruiting,long_rains,Meru,loamy,24.5,137.3,medium,medium,pest_control,0,high
potatoes,2025-07-15,105,mature,short_rains,Machakos,peaty,17.2,179.9,none,none,harvesting,0,high
tomatoes,2025-07-16,104,mature,long_rains,Kisumu,loamy,23.7,162.1,high,medium,pest_control,0,high
beans,2025-07-18,102,mature,long_rains,Nakuru,sandy,26.5,77.2,medium,high,pest_control,0,high
maize,2025-06-21,129,mature,short_rains,Machakos,sandy,21.0,177.7,high,none,pest_control,0,high
kale,2025-10-12,16,vegetative,long_rains,Kiambu,silty,24.3,79.2,none,none,irrigation,0,high
potatoes,2025-10-19,9,seedling,short_rains,Meru,peaty,14.0,77.0,none,high,disease_management,0,high
maize,2025-06-29,121,mature,short_rains,Kisumu,clay,28.8,100.2,medium,medium,pest_control,0,high
kale,2025-08-03,86,mature,short_rains,Kiambu,chalky,16.6,104.3,high,medium,pest_control,0,high
maize,2025-07-11,109,fruiting,short_rains,Eldoret,silty,21.6,193.0,low,none,irrigation,2,medium
maize,2025-06-25,125,mature,short_rains,Machakos,silty,23.8,177.7,high,none,pest_control,0,high
tomatoes,2025-10-20,8,seedling,long_rains,Machakos,sandy,23.4,135.1,none,low,irrigation,0,high
wheat,2025-09-05,53,vegetative,long_rains,Nakuru,chalky,21.1,178.5,low,medium,disease_management,0,high
cabbage,2025-08-25,64,fruiting,short_rains,Kiambu,clay,14.3,65.5,high,low,pest_control,0,high
cabbage,2025-10-03,25,vegetative,short_rains,Meru,peaty,20.8,81.7,none,high,disease_management,0,high
cabbage,2025-09-18,40,flowering,short_rains,Nairobi,silty,14.3,79.9,low,low,pest_control,2,medium
cabbage,2025-10-14,14,vegetative,short_rains,Eldoret,chalky,16.1,65.9,medium,high,pest_control,0,high
wheat,2025-06-24,126,mature,long_rains,Eldoret,clay,23.3,59.4,none,high,disease_management,0,high
maize,2025-06-18,132,mature,long_rains,Nairobi,silty,27.1,148.6,none,low,harvesting,0,high
beans,2025-09-19,39,vegetative,long_rains,Eldoret,silty,26.3,181.9,none,medium,disease_management,0,high
kale,2025-10-16,12,vegetative,long_rains,Nairobi,loamy,24.3,127.1,medium,high,pest_control,0,high
tomatoes,2025-08-18,71,fruiting,long_rains,Machakos,sandy,26.6,126.3,low,high,disease_management,0,high
kale,2025-08-12,77,mature,dry_season,Nairobi,peaty,17.3,40.8,none,low,harvesting,0,high
wheat,2025-09-13,45,vegetative,long_rains,Meru,chalky,17.9,66.9,low,medium,disease_management,0,high
kale,2025-08-02,87,mature,short_rains,Nairobi,peaty,23.5,59.8,none,medium,disease_management,0,high
beans,2025-08-21,68,fruiting,long_rains,Nairobi,sandy,22.5,101.9,medium,none,pest_control,0,high
tomatoes,2025-10-03,25,vegetative,long_rains,Machakos,clay,25.8,127.1,none,medium,disease_management,0,high
beans,2025-08-09,80,fruiting,short_rains,Nakuru,loamy,24.7,90.6,none,high,disease_management,0,high
beans,2025-08-02,87,mature,long_rains,Kiambu,clay,21.7,193.5,low,high,disease_management,0,high
potatoes,2025-09-29,29,vegetative,short_rains,Machakos,peaty,15.7,151.6,high,high,pest_control,0,high
tomatoes,2025-09-04,54,fruiting,long_rains,Meru,silty,23.6,191.9,none,high,disease_management,0,high
maize,2025-10-12,16,seedling,long_rains,Meru,chalky,24.7,195.3,high,low,pest_control,0,high
cabbage,2025-09-08,50,fruiting,short_rains,Machakos,peaty,19.2,114.9,low,low,weeding,6,low
tomatoes,2025-07-15,105,mature,long_rains,Nairobi,silty,22.5,76.6,medium,none,pest_control,0,high
tomatoes,2025-09-14,44,flowering,long_rains,Kiambu,chalky,26.6,134.3,none,medium,disease_management,0,high
kale,2025-09-15,43,fruiting,dry_season,Nakuru,loamy,20.3,20.8,high,none,pest_control,0,high
tomatoes,2025-08-10,79,mature,long_rains,Kisumu,clay,22.9,155.6,low,none,harvesting,0,high
tomatoes,2025-10-10,18,vegetative,long_rains,Meru,chalky,24.1,140.5,medium,medium,pest_control,0,high
wheat,2025-08-27,62,vegetative,long_rains,Eldoret,loamy,24.7,53.8,medium,medium,pest_control,0,high
wheat,2025-07-05,115,fruiting,long_rains,Kisumu,sandy,18.4,91.2,medium,high,pest_control,0,high
tomatoes,2025-08-15,74,mature,long_rains,Kiambu,peaty,23.8,142.4,low,low,harvesting,1,high
potatoes,2025-07-06,114,mature,short_rains,Nakuru,peaty,22.8,51.3,medium,high,pest_control,0,high
tomatoes,2025-09-28,30,vegetative,long_rains,Nakuru,silty,21.9,160.8,none,high,disease_management,0,high
wheat,2025-09-04,54,vegetative,long_rains,Machakos,chalky,20.4,74.6,none,medium,disease_management,0,high
wheat,2025-07-19,101,fruiting,long_rains,Nairobi,peaty,18.2,122.8,medium,high,pest_control,0,high
potatoes,2025-07-25,95,mature,short_rains,Meru,chalky,22.4,121.1,high,high,pest_control,0,high
potatoes,2025-07-21,99,mature,short_rains,Nakuru,silty,21.8,142.1,low,low,harvesting,1,high
cabbage,2025-10-03,25,vegetative,short_rains,Machakos,loamy,13.7,183.0,low,medium,disease_management,0,high
maize,2025-08-17,72,flowering,long_rains,Nairobi,peaty,27.2,174.0,medium,high,pest_control,0,high
tomatoes,2025-09-07,51,flowering,long_rains,Kiambu,clay,21.9,69.1,medium,none,pest_control,0,high
kale,2025-09-29,29,vegetative,short_rains,Eldoret,peaty,23.7,71.6,low,high,disease_management,0,high
potatoes,2025-06-21,129,mature,short_rains,Nairobi,sandy,20.5,117.1,high,medium,pest_control,0,high
potatoes,2025-09-12,46,vegetative,short_rains,Kiambu,loamy,21.1,160.8,high,none,pest_control,0,high
cabbage,2025-09-28,30,vegetative,short_rains,Kisumu,silty,14.5,129.5,high,high,pest_control,0,high
kale,2025-08-20,69,mature,long_rains,Machakos,loamy,23.1,61.7,high,none,pest_control,0,high
potatoes,2025-06-27,123,mature,short_rains,Kiambu,peaty,15.8,125.7,medium,medium,pest_control,0,high
beans,2025-08-24,65,fruiting,long_rains,Kisumu,chalky,23.4,113.1,medium,medium,pest_control,0,high
potatoes,2025-08-02,87,fruiting,short_rains,Meru,chalky,15.2,68.7,high,none,pest_control,0,high
cabbage,2025-07-29,91,mature,short_rains,Kiambu,loamy,13.5,65.3,low,medium,disease_management,0,high
maize,2025-09-19,39,vegetative,short_rains,Kiambu,peaty,27.4,108.5,none,low,pest_control,3,medium
tomatoes,2025-08-31,58,fruiting,long_rains,Machakos,peaty,22.4,79.8,none,low,disease_management,0,high
tomatoes,2025-07-25,95,mature,long_rains,Nakuru,silty,20.3,187.8,none,medium,disease_management,0,high
beans,2025-07-01,119,mature,long_rains,Kiambu,loamy,18.2,107.2,medium,high,pest_control,0,high
maize,2025-09-06,52,vegetative,long_rains,Meru,chalky,27.7,106.3,low,low,weeding,4,low
wheat,2025-08-01,88,flowering,long_rains,Nakuru,clay,15.6,156.0,low,low,fertilizer_application,3,medium
tomatoes,2025-10-03,25,vegetative,long_rains,Kiambu,clay,23.8,192.9,none,medium,disease_management,0,high
tomatoes,2025-08-13,76,mature,long_rains,Nakuru,sandy,21.5,74.3,none,medium,disease_management,0,high
tomatoes,2025-08-26,63,fruiting,long_rains,Kisumu,chalky,23.9,104.6,low,high,disease_management,0,high
cabbage,2025-10-23,5,seedling,short_rains,Meru,clay,15.2,129.6,none,medium,disease_management,0,high
beans,2025-07-31,89,mature,short_rains,Meru,silty,22.3,175.3,low,low,harvesting,1,high
tomatoes,2025-07-30,90,mature,long_rains,Meru,loamy,24.4,176.3,low,low,harvesting,0,high
maize,2025-07-26,94,fruiting,long_rains,Nakuru,silty,28.1,168.2,high,high,pest_control,0,high
kale,2025-10-10,18,vegetative,short_rains,Kiambu,clay,19.5,100.2,high,low,pest_control,0,high
wheat,2025-10-14,14,seedling,long_rains,Kisumu,sandy,17.3,119.9,low,low,weeding,0,high
potatoes,2025-08-23,66,flowering,short_rains,Kiambu,clay,22.1,59.8,none,high,disease_management,0,high
cabbage,2025-07-21,99,mature,short_rains,Machakos,loamy,14.6,96.1,none,none,harvesting,0,high
wheat,2025-08-16,73,flowering,long_rains,Machakos,loamy,19.5,168.2,none,high,disease_management,0,high
beans,2025-07-21,99,mature,long_rains,Meru,loamy,24.5,127.5,high,medium,pest_control,0,high
potatoes,2025-08-08,81,fruiting,short_rains,Machakos,loamy,17.0,173.1,low,medium,disease_management,0,high
maize,2025-10-13,15,seedling,long_rains,Machakos,silty,28.3,156.3,high,high,pest_control,0,high
potatoes,2025-08-11,78,fruiting,short_rains,Nakuru,peaty,21.4,83.5,high,medium,pest_control,0,high
cabbage,2025-10-06,22,vegetative,short_rains,Eldoret,sandy,19.2,79.9,low,none,irrigation,0,high
wheat,2025-07-18,102,fruiting,long_rains,Nakuru,peaty,25.0,52.3,none,high,disease_management,0,high
maize,2025-06-25,125,mature,long_rains,Kiambu,peaty,24.2,79.9,medium,medium,pest_control,0,high
tomatoes,2025-08-31,58,fruiting,long_rains,Machakos,sandy,24.1,84.2,low,none,disease_management,0,high
beans,2025-08-04,85,fruiting,short_rains,Kisumu,clay,20.8,154.8,medium,medium,pest_control,0,high
maize,2025-07-05,115,mature,long_rains,Kisumu,silty,24.7,113.1,none,none,harvesting,5,high
kale,2025-08-03,86,mature,dry_season,Eldoret,sandy,23.4,49.7,low,medium,disease_management,0,high
maize,2025-08-07,82,flowering,long_rains,Nakuru,peaty,29.7,131.5,medium,medium,pest_control,0,high
maize,2025-10-01,27,vegetative,long_rains,Kiambu,peaty,23.2,105.9,medium,medium,pest_control,0,high
wheat,2025-10-20,8,seedling,long_rains,Meru,peaty,23.4,146.4,none,medium,disease_management,0,high
potatoes,2025-09-22,36,vegetative,short_rains,Kiambu,sandy,20.3,156.9,high,none,pest_control,0,high
tomatoes,2025-10-08,20,vegetative,long_rains,Kisumu,peaty,20.1,71.4,none,high,disease_management,0,high
kale,2025-10-09,19,vegetative,short_rains,Machakos,sandy,22.3,164.1,none,medium,disease_management,0,high
wheat,2025-06-29,121,fruiting,long_rains,Meru,clay,17.6,184.0,medium,medium,pest_control,0,high
beans,2025-08-12,77,fruiting,short_rains,Nairobi,clay,20.7,194.2,high,high,pest_control,0,high
maize,2025-09-09,49,vegetative,long_rains,Kiambu,loamy,24.6,90.3,low,none,weeding,7,low
beans,2025-09-01,57,flowering,short_rains,Kisumu,chalky,23.2,169.1,medium,medium,pest_control,0,high
wheat,2025-08-26,63,vegetative,long_rains,Nakuru,clay,19.5,74.8,none,medium,disease_management,0,high
maize,2025-07-29,91,fruiting,short_rains,Nairobi,clay,21.0,177.0,medium,low,pest_control,0,high
kale,2025-09-24,34,flowering,long_rains,Kiambu,chalky,18.0,108.7,low,high,disease_management,0,high
beans,2025-07-27,93,mature,long_rains,Nakuru,sandy,21.2,156.1,high,none,pest_control,0,high
kale,2025-10-02,26,vegetative,long_rains,Machakos,peaty,22.4,58.2,none,low,disease_management,2,medium
maize,2025-07-05,115,mature,long_rains,Nakuru,chalky,27.5,159.2,medium,none,pest_control,0,high
tomatoes,2025-09-30,28,vegetative,long_rains,Eldoret,peaty,20.9,106.8,high,medium,pest_control,0,high
beans,2025-09-02,56,flowering,long_rains,Nairobi,clay,24.9,179.9,none,high,disease_management,0,high
maize,2025-07-27,93,fruiting,short_rains,Machakos,peaty,27.6,93.7,medium,medium,pest_control,0,high
wheat,2025-08-05,84,flowering,long_rains,Machakos,silty,21.9,109.4,none,low,irrigation,2,medium
beans,2025-09-23,35,vegetative,short_rains,Eldoret,chalky,18.1,155.6,high,low,pest_control,0,high
kale,2025-10-25,3,seedling,short_rains,Nakuru,peaty,18.2,181.0,medium,medium,pest_control,0,high
tomatoes,2025-07-17,103,mature,long_rains,Nairobi,sandy,26.5,137.4,none,high,disease_management,0,high
cabbage,2025-09-09,49,fruiting,short_rains,Machakos,loamy,16.9,194.1,none,medium,disease_management,0,high
maize,2025-08-30,59,vegetative,short_rains,Kisumu,loamy,27.5,125.8,medium,none,pest_control,0,high
maize,2025-09-15,43,vegetative,short_rains,Kiambu,chalky,20.0,101.2,medium,medium,pest_control,0,high
wheat,2025-10-01,27,vegetative,long_rains,Kisumu,clay,18.8,63.3,medium,low,pest_control,0,high
potatoes,2025-06-23,127,mature,short_rains,Kisumu,silty,22.1,135.8,none,low,harvesting,0,high
potatoes,2025-07-02,118,mature,short_rains,Nakuru,silty,19.7,83.2,high,low,pest_control,0,high
cabbage,2025-07-22,98,mature,short_rains,Kiambu,clay,16.4,52.1,high,medium,pest_control,0,high
kale,2025-08-24,65,mature,long_rains,Nakuru,silty,22.2,179.8,low,none,harvesting,0,high
kale,2025-10-18,10,seedling,dry_season,Eldoret,peaty,22.7,20.7,none,low,irrigation,0,high
beans,2025-08-25,64,fruiting,long_rains,Nakuru,silty,26.5,143.7,none,low,pest_control,0,high
cabbage,2025-07-27,93,mature,short_rains,Kiambu,sandy,19.0,62.9,none,high,disease_management,0,high
maize,2025-06-18,132,mature,long_rains,Nairobi,sandy,21.0,125.0,high,low,pest_control,0,high
tomatoes,2025-08-16,73,mature,long_rains,Machakos,loamy,27.8,121.3,medium,high,pest_control,0,high
kale,2025-10-14,14,vegetative,long_rains,Meru,peaty,15.6,68.4,high,medium,pest_control,0,high
potatoes,2025-09-17,41,vegetative,short_rains,Machakos,peaty,17.9,63.7,low,medium,disease_management,0,high
kale,2025-09-18,40,flowering,short_rains,Nakuru,sandy,21.4,109.8,low,high,disease_management,0,high
potatoes,2025-09-06,52,flowering,short_rains,Eldoret,clay,18.6,180.4,low,none,weeding,4,low
wheat,2025-08-24,65,flowering,long_rains,Eldoret,clay,25.0,156.2,none,high,disease_management,0,high
tomatoes,2025-08-30,59,fruiting,long_rains,Kisumu,clay,22.3,91.2,none,low,disease_management,0,high
beans,2025-07-14,106,mature,short_rains,Nairobi,chalky,20.7,55.5,medium,low,pest_control,0,high
cabbage,2025-10-07,21,vegetative,short_rains,Meru,loamy,22.1,103.1,medium,none,pest_control,0,high
kale,2025-09-27,31,flowering,dry_season,Nakuru,loamy,20.2,18.6,medium,low,pest_control,0,high
kale,2025-10-03,25,vegetative,dry_season,Nakuru,chalky,21.6,38.8,none,high,disease_management,0,high
tomatoes,2025-08-07,82,mature,long_rains,Machakos,loamy,25.8,125.2,none,medium,disease_management,0,high
maize,2025-08-22,67,flowering,long_rains,Machakos,loamy,26.6,192.3,none,low,weeding,4,medium
cabbage,2025-10-03,25,vegetative,short_rains,Kiambu,silty,20.9,168.5,medium,medium,pest_control,0,high
kale,2025-08-23,66,mature,short_rains,Meru,peaty,17.7,97.9,medium,medium,pest_control,0,high
wheat,2025-09-11,47,vegetative,long_rains,Nairobi,clay,24.3,137.4,medium,high,pest_control,0,high
wheat,2025-09-11,47,vegetative,long_rains,Nakuru,clay,19.3,171.8,none,none,weeding,6,medium
wheat,2025-07-03,117,fruiting,long_rains,Eldoret,clay,20.8,132.1,high,medium,pest_control,0,high
tomatoes,2025-08-31,58,fruiting,long_rains,Eldoret,chalky,22.9,117.0,low,none,disease_management,0,high
